3760	373	-1
3760	959	-1
3760	1617	-1
4175	974	-1
4392	1123	-1
4538	959	-1
7246	1442	-1
314	87	-1
314	176	-1
314	718	-1
314	1943	-1
663	1481	-1
893	959	-1
1856	516	-1
1856	797	-1
1856	943	-1
1856	1463	-1
1856	1595	-1
1856	1656	-1
2174	44	-1
2386	205	-1
2622	1879	-1
3760	1866	-1
4094	809	-1
4352	809	-1
5254	974	-1
5455	750	-1
314	509	-1
314	750	-1
314	1635	-1
776	668	-1
1325	1442	-1
1686	994	-1
1686	1519	-1
1686	1770	-1
1856	389	-1
1856	1176	-1
2174	358	-1
2174	368	-1
2396	248	-1
2477	1645	-1
2557	1656	-1
3424	1637	-1
3463	750	-1
3463	813	-1
3463	1422	-1
3463	1637	-1
3760	516	-1
4094	214	-1
6151	1702	-1
7605	895	-1
7605	1647	-1
663	1760	-1
1698	668	-1
1856	893	-1
2396	1702	-1
4392	750	-1
4444	1122	-1
4696	401	-1
5364	1760	-1
7605	509	-1
7605	655	-1
776	248	-1
893	0	-1
1325	1422	-1
1729	1817	-1
1856	1581	-1
1856	1891	-1
2174	1090	-1
2396	1481	-1
2507	974	-1
2557	1879	-1
2622	101	-1
3463	364	-1
4094	87	-1
4352	1966	-1
4538	101	-1
4545	813	-1
4696	1620	-1
4696	1966	-1
5097	1778	-1
5097	1932	-1
5455	509	-1
7605	233	-1
7605	1120	-1
7605	1561	-1
1698	373	-1
1856	483	-1
1856	495	-1
2557	1090	-1
2557	1925	-1
2613	349	-1
2622	358	-1
3246	76	-1
3424	401	-1
4094	1165	-1
4352	509	-1
4352	887	-1
4392	895	-1
5254	1122	-1
6151	631	-1
543	748	-1
663	959	-1
1686	101	-1
1686	317	-1
1686	1295	-1
1686	1361	-1
1698	45	-1
1729	349	-1
1729	534	-1
1729	841	-1
2174	994	-1
2557	791	-1
2557	1581	-1
2613	534	-1
2622	1090	-1
3760	368	-1
3760	490	-1
4094	401	-1
4094	509	-1
4094	1943	-1
4444	349	-1
5617	349	-1
7605	697	-1
314	1165	-1
1325	401	-1
1325	1943	-1
1686	1500	-1
1856	1275	-1
1856	1523	-1
2301	214	-1
2301	597	-1
2396	1235	-1
2396	1483	-1
2557	797	-1
2613	1817	-1
3246	373	-1
3246	1618	-1
3424	813	-1
3760	44	-1
3760	1457	-1
4392	1645	-1
4696	509	-1
4696	813	-1
5254	349	-1
5455	247	-1
6151	0	-1
7246	1123	-1
7605	470	-1
7605	1294	-1
7605	1643	-1
314	655	-1
314	829	-1
663	373	-1
1325	205	-1
1686	69	-1
1686	837	-1
1686	1090	-1
1698	893	-1
2174	101	-1
2174	893	-1
2174	1519	-1
2396	959	-1
2557	1230	-1
2741	349	-1
2741	1122	-1
3246	1481	-1
3760	1760	-1
4094	233	-1
4094	503	-1
4094	813	-1
4175	349	-1
4352	260	-1
4392	364	-1
4444	1731	-1
4545	1165	-1
4696	261	-1
4696	503	-1
4696	1622	-1
5455	1020	-1
5455	1966	-1
6440	965	-1
7605	430	-1
7605	1475	-1
7605	1620	-1
7605	1640	-1
314	364	-1
314	401	-1
314	1561	-1
1686	1617	-1
1686	1656	-1
1686	1708	-1
1729	1731	-1
1856	1539	-1
2174	797	-1
2174	1891	-1
2386	233	-1
2477	655	-1
2557	1891	-1
2613	1731	-1
3424	1442	-1
3463	401	-1
3463	809	-1
3760	595	-1
3760	797	-1
3760	1090	-1
4352	77	-1
4352	218	-1
4352	655	-1
4545	176	-1
5129	1123	-1
5254	534	-1
5364	45	-1
5455	1165	-1
5455	1620	-1
6082	846	-1
7605	247	-1
7605	1863	-1
314	247	-1
314	1622	-1
1325	813	-1
1729	616	-1
1856	228	-1
1856	624	-1
2301	1943	-1
2317	959	-1
2507	534	-1
2507	1817	-1
2557	248	-1
2557	893	-1
2613	616	-1
2622	893	-1
2622	1656	-1
3424	1744	-1
3463	1165	-1
3463	1622	-1
3463	1635	-1
3463	1966	-1
3760	1656	-1
3760	1770	-1
4094	750	-1
4352	364	-1
4352	829	-1
4352	1561	-1
4392	1637	-1
4392	1966	-1
4444	534	-1
4696	697	-1
5129	509	-1
5129	1645	-1
5455	364	-1
5455	1744	-1
5617	534	-1
6385	1943	-1
6440	457	-1
6440	982	-1
7605	37	-1
314	809	-1
1325	364	-1
1325	1165	-1
1325	1645	-1
1686	228	-1
1729	1096	-1
1729	1160	-1
1729	1172	-1
1729	1383	-1
1856	69	-1
1856	837	-1
1856	1142	-1
1856	1361	-1
1856	1794	-1
2301	87	-1
2301	1020	-1
2301	1123	-1
2557	516	-1
2557	1523	-1
2613	841	-1
2613	1096	-1
2613	1383	-1
2622	791	-1
3424	176	-1
3760	389	-1
3760	994	-1
4094	205	-1
4094	247	-1
4094	364	-1
4094	1744	-1
4094	1863	-1
4175	1122	-1
4352	503	-1
4352	1422	-1
4392	261	-1
4392	1620	-1
4444	1383	-1
4538	1481	-1
4696	307	-1
5254	1731	-1
5455	261	-1
5455	813	-1
6028	45	-1
6151	1519	-1
6385	1115	-1
6440	764	-1
6440	1778	-1
7052	616	-1
7605	887	-1
7605	1923	-1
314	813	-1
314	1422	-1
663	893	-1
709	965	-1
1686	692	-1
1686	893	-1
1686	1142	-1
1698	1483	-1
1856	1397	-1
2174	1457	-1
2174	1925	-1
2301	809	-1
2301	1647	-1
2386	1120	-1
2396	358	-1
2396	631	-1
2477	176	-1
2477	1635	-1
2557	505	-1
2557	1483	-1
2613	1160	-1
2741	1383	-1
3463	862	-1
3463	1120	-1
3579	1760	-1
3760	317	-1
4094	887	-1
4094	1294	-1
4094	1422	-1
4352	102	-1
4352	536	-1
4352	1080	-1
4392	1165	-1
4444	616	-1
4545	401	-1
4696	1422	-1
4696	1718	-1
5129	247	-1
5254	616	-1
5254	1096	-1
5254	1383	-1
5617	1531	-1
6151	468	-1
6385	1442	-1
7052	846	-1
7246	214	-1
7603	1943	-1
7605	1213	-1
7605	1744	-1
314	261	-1
314	1647	-1
314	1744	-1
893	373	-1
893	1760	-1
1686	1925	-1
1856	203	-1
1856	794	-1
1856	1072	-1
1856	1346	-1
2174	1656	-1
2317	81	-1
2317	1235	-1
2477	1943	-1
2557	228	-1
2557	490	-1
2622	373	-1
2741	534	-1
3246	1891	-1
3424	1294	-1
3463	829	-1
3597	248	-1
3760	483	-1
3760	794	-1
4048	1511	-1
4094	655	-1
4094	1885	-1
4175	1383	-1
4218	1108	-1
4352	813	-1
4352	1863	-1
4444	841	-1
4545	205	-1
4696	895	-1
5129	1647	-1
5339	1392	-1
5455	1718	-1
5617	616	-1
5617	1160	-1
5617	1383	-1
5617	1731	-1
5808	846	-1
7603	176	-1
295	233	-1
314	862	-1
314	895	-1
314	1644	-1
314	1916	-1
663	1483	-1
776	317	-1
776	631	-1
776	1519	-1
1008	176	-1
1008	1943	-1
1686	1275	-1
1686	1404	-1
1686	1457	-1
1686	1866	-1
1686	1879	-1
1729	413	-1
1729	952	-1
1856	23	-1
1856	595	-1
1856	1340	-1
1856	1708	-1
1856	1879	-1
2174	1176	-1
2174	1581	-1
2174	1617	-1
2174	1879	-1
2301	1645	-1
2317	373	-1
2386	1080	-1
2396	1618	-1
2477	364	-1
2507	1096	-1
2507	1731	-1
2557	76	-1
2557	358	-1
2557	1142	-1
2557	1340	-1
2557	1350	-1
2557	1539	-1
2613	952	-1
2622	269	-1
2622	1230	-1
2622	1235	-1
2622	1350	-1
2622	1539	-1
2622	1891	-1
2741	616	-1
2741	1731	-1
3246	101	-1
3246	791	-1
3760	101	-1
3760	1404	-1
3760	1463	-1
3760	1708	-1
4094	25	-1
4094	141	-1
4094	862	-1
4094	1561	-1
4094	1622	-1
4175	534	-1
4175	1731	-1
4352	1622	-1
4352	1644	-1
4392	1937	-1
4444	1160	-1
4545	503	-1
5129	176	-1
5129	1916	-1
5455	470	-1
5455	597	-1
5455	655	-1
5455	1644	-1
5455	1937	-1
5617	543	-1
5931	556	-1
6082	349	-1
6082	1383	-1
6151	317	-1
6301	1066	-1
6385	1645	-1
7038	233	-1
156	965	-1
776	468	-1
1325	750	-1
1325	809	-1
1686	358	-1
1686	483	-1
1686	791	-1
1686	794	-1
1686	1168	-1
1856	269	-1
1856	651	-1
1856	791	-1
1856	1315	-1
1856	1707	-1
2174	228	-1
2174	791	-1
2174	1295	-1
2301	77	-1
2317	0	-1
2396	368	-1
2396	1090	-1
2557	763	-1
2557	1196	-1
2557	1235	-1
2557	1500	-1
2613	543	-1
2613	1172	-1
2622	692	-1
2622	1176	-1
2622	1340	-1
2622	1581	-1
2622	1595	-1
2741	1531	-1
2742	1392	-1
3463	233	-1
3463	1020	-1
3579	1481	-1
3760	34	-1
3760	1891	-1
4094	1643	-1
4175	1531	-1
4352	261	-1
4352	401	-1
4352	1002	-1
4392	655	-1
4444	543	-1
4548	172	-1
4696	1120	-1
5254	1817	-1
5288	556	-1
5364	959	-1
5364	1925	-1
5455	697	-1
5455	1294	-1
5455	1943	-1
5615	45	-1
5617	110	-1
5778	1120	-1
6000	764	-1
6082	974	-1
6151	76	-1
6151	1369	-1
6385	214	-1
6385	430	-1
6440	1318	-1
7038	430	-1
7246	750	-1
7246	1620	-1
7373	1392	-1
7603	1644	-1
7605	77	-1
7605	98	-1
7605	788	-1
7605	1028	-1
7605	1359	-1
80	1120	-1
156	1932	-1
314	25	-1
314	1002	-1
314	1120	-1
663	1346	-1
663	1618	-1
709	1778	-1
1325	1622	-1
1325	1637	-1
1686	490	-1
1686	681	-1
1686	713	-1
1686	1340	-1
1686	1499	-1
1686	1523	-1
1686	1541	-1
1729	556	-1
1729	1137	-1
1729	1531	-1
1821	344	-1
1856	53	-1
1856	351	-1
1856	449	-1
1856	692	-1
1856	999	-1
1856	1350	-1
1867	1770	-1
2174	483	-1
2174	490	-1
2174	516	-1
2174	794	-1
2174	943	-1
2174	1230	-1
2174	1500	-1
2174	1523	-1
2174	1539	-1
2174	1595	-1
2301	205	-1
2301	1635	-1
2317	1523	-1
2317	1617	-1
2386	750	-1
2386	1943	-1
2396	373	-1
2396	708	-1
2396	1891	-1
2507	616	-1
2507	841	-1
2507	1172	-1
2557	368	-1
2557	449	-1
2557	713	-1
2557	999	-1
2613	1137	-1
2622	228	-1
2741	1160	-1
2827	655	-1
3246	1230	-1
3424	697	-1
3424	788	-1
3463	339	-1
3579	0	-1
3760	495	-1
3760	943	-1
3760	1523	-1
4046	965	-1
4046	1932	-1
4060	965	-1
4094	261	-1
4094	697	-1
4094	1120	-1
4175	1160	-1
4218	879	-1
4352	37	-1
4352	79	-1
4352	895	-1
4392	1640	-1
4444	1531	-1
4696	470	-1
4696	1744	-1
4696	1754	-1
5254	952	-1
5364	631	-1
5364	1481	-1
5455	25	-1
5455	548	-1
5455	653	-1
5617	1096	-1
5807	261	-1
7003	534	-1
7003	616	-1
7052	1122	-1
7052	1817	-1
7246	1637	-1
7246	1966	-1
7603	1880	-1
7605	102	-1
7605	614	-1
7605	1330	-1
7605	1348	-1
7605	1556	-1
7605	1699	-1
7605	1894	-1
7605	1937	-1
314	470	-1
314	1475	-1
543	974	-1
663	81	-1
663	101	-1
663	228	-1
663	1230	-1
663	1523	-1
1008	218	-1
1008	750	-1
1325	697	-1
1325	1966	-1
1686	23	-1
1686	203	-1
1686	269	-1
1686	389	-1
1686	449	-1
1686	894	-1
1686	925	-1
1686	1346	-1
1686	1581	-1
1686	1649	-1
1686	1794	-1
1686	1845	-1
1698	1361	-1
1729	110	-1
1856	89	-1
1856	1500	-1
1856	1541	-1
1856	1679	-1
1856	1711	-1
1856	1737	-1
2174	837	-1
2174	1346	-1
2301	829	-1
2317	668	-1
2317	1649	-1
2396	101	-1
2396	893	-1
2396	1760	-1
2477	1640	-1
2557	269	-1
2557	794	-1
2557	1314	-1
2557	1519	-1
2622	53	-1
2622	943	-1
2741	543	-1
3246	1369	-1
3424	1561	-1
3424	1718	-1
3463	307	-1
3579	1702	-1
3597	1235	-1
3597	1483	-1
3760	228	-1
3760	420	-1
3760	1275	-1
3760	1581	-1
3760	1679	-1
4046	1778	-1
4094	848	-1
4094	978	-1
4094	1916	-1
4175	543	-1
4175	616	-1
4218	1010	-1
4352	98	-1
4352	247	-1
4352	1294	-1
4352	1744	-1
4352	1791	-1
4352	1832	-1
4352	1885	-1
4352	1923	-1
4392	967	-1
4538	81	-1
4545	1620	-1
4545	1718	-1
4696	597	-1
4696	1937	-1
5097	1173	-1
5254	1160	-1
5364	248	-1
5364	668	-1
5364	1656	-1
5455	214	-1
5455	614	-1
5455	809	-1
5617	16	-1
5931	1817	-1
6079	1122	-1
6385	205	-1
6385	1123	-1
6440	1108	-1
6715	387	-1
7003	1817	-1
7025	1504	-1
7052	349	-1
7052	1383	-1
7605	25	-1
7605	548	-1
80	597	-1
156	1173	-1
295	218	-1
314	503	-1
314	1294	-1
314	1863	-1
314	1966	-1
453	1708	-1
663	358	-1
663	668	-1
663	763	-1
663	794	-1
663	1500	-1
663	1891	-1
776	368	-1
893	1879	-1
1008	233	-1
1008	434	-1
1325	862	-1
1686	763	-1
1686	1595	-1
1686	1615	-1
1698	631	-1
1698	1418	-1
1729	16	-1
1729	543	-1
1730	1108	-1
1856	34	-1
1856	386	-1
1856	420	-1
1867	12	-1
2174	34	-1
2174	389	-1
2174	692	-1
2174	763	-1
2174	1196	-1
2174	1404	-1
2174	1794	-1
2197	1778	-1
2301	233	-1
2317	317	-1
2386	218	-1
2386	1123	-1
2386	1442	-1
2396	81	-1
2396	490	-1
2396	994	-1
2477	848	-1
2477	895	-1
2507	413	-1
2507	1137	-1
2507	1383	-1
2518	434	-1
2557	692	-1
2557	1126	-1
2557	1346	-1
2557	1649	-1
2557	1845	-1
2613	110	-1
2613	413	-1
2613	1531	-1
2622	531	-1
2622	1196	-1
2622	1346	-1
2622	1541	-1
2622	1794	-1
2741	841	-1
2741	1096	-1
2742	590	-1
2827	1937	-1
3246	81	-1
3246	893	-1
3246	1346	-1
3246	1656	-1
3424	470	-1
3463	214	-1
3463	655	-1
3579	1615	-1
3579	1618	-1
3756	218	-1
3760	652	-1
3760	893	-1
3760	1397	-1
4094	430	-1
4094	1644	-1
4175	841	-1
4352	614	-1
4352	789	-1
4352	1916	-1
4352	1937	-1
4392	77	-1
4392	788	-1
4444	1096	-1
4444	1172	-1
4444	1817	-1
4696	809	-1
5129	597	-1
5129	718	-1
5129	813	-1
5129	1422	-1
5129	1475	-1
5254	413	-1
5254	543	-1
5254	1137	-1
5288	422	-1
5288	858	-1
5364	81	-1
5364	797	-1
5364	837	-1
5364	1702	-1
5455	307	-1
5455	1754	-1
5778	233	-1
5778	434	-1
6082	1731	-1
6151	1249	-1
6151	1770	-1
6301	1461	-1
6301	1752	-1
6301	1930	-1
6385	176	-1
6385	401	-1
6440	1926	-1
7003	1096	-1
7003	1160	-1
7025	916	-1
7376	829	-1
7386	172	-1
7603	218	-1
7605	260	-1
7605	546	-1
7605	1668	-1
7605	1916	-1
80	1943	-1
156	1174	-1
196	615	-1
269	172	-1
269	1802	-1
295	1644	-1
314	79	-1
314	233	-1
314	602	-1
314	788	-1
314	1028	-1
314	1080	-1
543	413	-1
543	846	-1
663	516	-1
663	791	-1
663	1879	-1
709	1173	-1
709	1174	-1
776	76	-1
844	422	-1
893	791	-1
893	1925	-1
1008	1120	-1
1325	339	-1
1686	371	-1
1686	386	-1
1686	516	-1
1686	595	-1
1686	652	-1
1686	1054	-1
1686	1176	-1
1692	218	-1
1698	661	-1
1698	1176	-1
1698	1679	-1
1729	1217	-1
1729	1375	-1
1763	1661	-1
1770	339	-1
1770	813	-1
1770	1943	-1
1856	12	-1
1856	41	-1
1856	194	-1
1856	328	-1
1856	423	-1
1856	998	-1
1856	1168	-1
1856	1196	-1
1856	1230	-1
1856	1309	-1
1856	1314	-1
1856	1353	-1
1856	1615	-1
1856	1670	-1
1856	1860	-1
2174	203	-1
2174	1649	-1
2174	1770	-1
2301	401	-1
2301	813	-1
2301	1115	-1
2301	1120	-1
2301	1442	-1
2301	1561	-1
2317	651	-1
2317	1126	-1
2386	430	-1
2386	434	-1
2396	44	-1
2396	76	-1
2396	228	-1
2477	503	-1
2477	809	-1
2477	1422	-1
2507	110	-1
2557	34	-1
2557	190	-1
2557	531	-1
2557	633	-1
2557	1364	-1
2557	1499	-1
2557	1595	-1
2557	1617	-1
2613	16	-1
2613	519	-1
2613	1375	-1
2613	1379	-1
2622	190	-1
2622	449	-1
2622	505	-1
2622	1130	-1
2622	1523	-1
2622	1615	-1
2742	764	-1
3246	228	-1
3246	631	-1
3424	1422	-1
3424	1620	-1
3463	509	-1
3463	697	-1
3463	1561	-1
3463	1644	-1
3760	651	-1
3760	1072	-1
3760	1126	-1
3760	1176	-1
3760	1315	-1
3760	1660	-1
3760	1707	-1
4048	443	-1
4094	98	-1
4094	434	-1
4094	1028	-1
4094	1414	-1
4094	1556	-1
4094	1864	-1
4352	141	-1
4352	548	-1
4352	862	-1
4352	1115	-1
4352	1399	-1
4352	1686	-1
4392	470	-1
4392	1718	-1
4444	629	-1
4444	1137	-1
4444	1375	-1
4545	1640	-1
4696	967	-1
4696	1475	-1
4766	172	-1
5097	192	-1
5097	1926	-1
5129	364	-1
5129	1637	-1
5288	544	-1
5339	1778	-1
5364	0	-1
5364	1090	-1
5364	1369	-1
5364	1618	-1
5455	1422	-1
5455	1622	-1
5617	1137	-1
5778	1002	-1
5778	1080	-1
5807	260	-1
5808	534	-1
5931	858	-1
6024	172	-1
6028	1656	-1
6082	629	-1
6151	1708	-1
6301	654	-1
6301	903	-1
6301	1789	-1
6440	590	-1
6440	1174	-1
7052	974	-1
7376	1622	-1
7603	904	-1
7603	1351	-1
7605	218	-1
7605	653	-1
7605	848	-1
7605	1002	-1
7605	1414	-1
7605	1686	-1
7605	1754	-1
80	233	-1
80	569	-1
80	1165	-1
80	1647	-1
80	1880	-1
295	176	-1
313	50	-1
314	697	-1
314	887	-1
314	1686	-1
314	1880	-1
361	590	-1
543	952	-1
663	34	-1
663	490	-1
663	994	-1
663	1090	-1
663	1196	-1
663	1499	-1
663	1539	-1
776	994	-1
776	1418	-1
844	556	-1
1008	205	-1
1008	430	-1
1008	1080	-1
1325	1351	-1
1325	1744	-1
1686	34	-1
1686	420	-1
1686	661	-1
1686	972	-1
1686	973	-1
1686	998	-1
1686	1196	-1
1686	1230	-1
1686	1715	-1
1686	1875	-1
1692	434	-1
1729	56	-1
1729	1379	-1
1770	809	-1
1856	190	-1
1856	376	-1
1856	505	-1
1856	1126	-1
1867	1670	-1
2174	190	-1
2174	269	-1
2174	317	-1
2174	495	-1
2174	624	-1
2174	713	-1
2174	1142	-1
2174	1275	-1
2174	1340	-1
2174	1463	-1
2174	1499	-1
2174	1679	-1
2174	1708	-1
2301	102	-1
2301	750	-1
2301	1165	-1
2301	1832	-1
2301	1966	-1
2315	996	-1
2315	1230	-1
2315	1802	-1
2317	420	-1
2317	490	-1
2317	1418	-1
2317	1457	-1
2317	1760	-1
2386	548	-1
2396	483	-1
2396	791	-1
2396	1369	-1
2396	1649	-1
2477	233	-1
2477	509	-1
2477	602	-1
2477	967	-1
2477	1556	-1
2507	287	-1
2507	544	-1
2507	1375	-1
2507	1379	-1
2557	1457	-1
2557	1541	-1
2557	1615	-1
2613	287	-1
2613	544	-1
2613	629	-1
2613	858	-1
2622	652	-1
2622	797	-1
2622	919	-1
2622	972	-1
2741	16	-1
2741	629	-1
2742	1108	-1
2742	1778	-1
3007	434	-1
3246	692	-1
3246	797	-1
3246	1499	-1
3246	1500	-1
3246	1879	-1
3308	1653	-1
3424	104	-1
3424	548	-1
3424	569	-1
3463	87	-1
3463	1475	-1
3579	959	-1
3597	1457	-1
3760	23	-1
3760	624	-1
3760	1246	-1
3760	1249	-1
3760	1722	-1
3869	764	-1
3869	982	-1
3869	1108	-1
3980	1350	-1
3980	1879	-1
4046	764	-1
4046	963	-1
4046	1173	-1
4094	339	-1
4094	536	-1
4094	614	-1
4094	1002	-1
4094	1475	-1
4094	1620	-1
4094	1754	-1
4094	1966	-1
4175	629	-1
4175	1096	-1
4218	1799	-1
4352	339	-1
4352	434	-1
4352	697	-1
4352	733	-1
4352	1351	-1
4352	1640	-1
4392	214	-1
4392	401	-1
4392	1422	-1
4444	519	-1
4444	1379	-1
4538	269	-1
4545	1644	-1
4696	1648	-1
4696	1796	-1
4883	387	-1
5129	655	-1
5129	1622	-1
5129	1863	-1
5254	519	-1
5254	629	-1
5338	172	-1
5339	590	-1
5339	764	-1
5364	531	-1
5364	692	-1
5364	1126	-1
5364	1196	-1
5364	1364	-1
5388	996	-1
5393	615	-1
5455	718	-1
5455	904	-1
5455	1028	-1
5455	1863	-1
5455	1880	-1
5584	1802	-1
5615	228	-1
5615	631	-1
5615	893	-1
5615	1275	-1
5617	519	-1
5617	629	-1
5778	536	-1
5778	718	-1
5807	1475	-1
5931	841	-1
5955	50	-1
6151	837	-1
6301	1725	-1
6337	247	-1
6362	172	-1
6385	87	-1
6385	233	-1
6385	1620	-1
6440	192	-1
6440	1173	-1
6886	373	-1
6909	172	-1
7003	1172	-1
7003	1653	-1
7025	1877	-1
7025	1942	-1
7052	841	-1
7188	1108	-1
7246	895	-1
7373	590	-1
7373	764	-1
7373	1108	-1
7405	1329	-1
7487	569	-1
7603	233	-1
7603	1631	-1
7605	79	-1
7605	104	-1
7605	789	-1
7605	1106	-1
7605	1575	-1
7605	1718	-1
80	87	-1
80	261	-1
80	1442	-1
156	982	-1
295	855	-1
314	141	-1
314	339	-1
314	614	-1
314	904	-1
314	978	-1
314	1330	-1
314	1381	-1
314	1643	-1
314	1894	-1
338	172	-1
361	879	-1
361	1932	-1
453	837	-1
543	1817	-1
663	531	-1
663	1350	-1
663	1457	-1
663	1656	-1
677	191	-1
677	1217	-1
677	1283	-1
776	1770	-1
893	668	-1
893	1230	-1
1008	1631	-1
1008	1644	-1
1008	1923	-1
1119	172	-1
1297	50	-1
1325	1643	-1
1614	50	-1
1686	125	-1
1686	206	-1
1686	281	-1
1686	651	-1
1686	999	-1
1686	1015	-1
1686	1136	-1
1686	1314	-1
1686	1315	-1
1686	1350	-1
1686	1539	-1
1698	994	-1
1698	1275	-1
1698	1457	-1
1698	1463	-1
1729	267	-1
1729	287	-1
1729	519	-1
1729	629	-1
1729	962	-1
1729	969	-1
1738	50	-1
1738	172	-1
1763	337	-1
1821	851	-1
1822	172	-1
1853	965	-1
1856	9	-1
1856	281	-1
1856	352	-1
1856	372	-1
1856	432	-1
1856	469	-1
1856	551	-1
1856	713	-1
1856	860	-1
1856	973	-1
1856	1015	-1
1856	1054	-1
1856	1136	-1
1856	1221	-1
1856	1270	-1
1856	1364	-1
1856	1664	-1
1856	1665	-1
1856	1715	-1
1856	1874	-1
1867	352	-1
2174	69	-1
2174	449	-1
2174	505	-1
2174	652	-1
2174	973	-1
2174	1054	-1
2174	1168	-1
2174	1350	-1
2174	1361	-1
2174	1541	-1
2174	1615	-1
2174	1845	-1
2301	218	-1
2301	260	-1
2301	697	-1
2301	788	-1
2301	862	-1
2301	978	-1
2301	1422	-1
2301	1622	-1
2301	1644	-1
2317	228	-1
2317	516	-1
2317	763	-1
2361	1251	-1
2386	102	-1
2386	1002	-1
2386	1791	-1
2386	1966	-1
2396	203	-1
2396	1295	-1
2477	307	-1
2477	789	-1
2477	1165	-1
2477	1561	-1
2477	1916	-1
2507	556	-1
2507	858	-1
2507	952	-1
2507	1160	-1
2507	1653	-1
2557	53	-1
2557	297	-1
2557	652	-1
2557	765	-1
2557	894	-1
2557	949	-1
2557	998	-1
2557	1176	-1
2557	1242	-1
2557	1291	-1
2557	1664	-1
2613	556	-1
2613	1217	-1
2613	1653	-1
2622	203	-1
2622	765	-1
2622	1295	-1
2622	1397	-1
2622	1874	-1
2741	519	-1
2741	544	-1
2742	174	-1
2742	879	-1
2742	1318	-1
2827	658	-1
3039	1708	-1
3246	1519	-1
3246	1845	-1
3398	862	-1
3424	60	-1
3424	307	-1
3424	536	-1
3424	1165	-1
3424	1668	-1
3463	60	-1
3463	470	-1
3463	597	-1
